N	NI	D	RH	RM	RS	V	DG	DM	DS	VMAG
N	6639	*	18	30	57.8	-	13	10	14	
N	6640	*	18	28	8.1	+	34	18	9	13.5
N	6641	*	18	28	57.3	+	22	54	12	13.4
N	6642	*	18	31	54.3	-	23	28	33	8.9
N	6643	*	18	19	45.6	+	74	34	6	11.1
N	6644	*	18	32	34.7	-	25	7	42	10.7
N	6645	*	18	32	37.8	-	16	53	2	8.5
N	6646	*	18	29	38.7	+	39	51	54	12.6
N	6647	*	18	32	49.0	-	17	13	42	
N	6648	*	18	25	37.4	+	64	58	33	
N	6649	*	18	33	28.3	-	10	24	8	8.9
N	6650	*	18	25	27.9	+	68	0	23	13.9
N	6651	*	18	24	19.7	+	71	36	8	13.1
N	6652	*	18	35	45.7	-	32	59	23	8.5
N	6653	*	18	44	38.6	-	73	15	47	12.2
N	6654	*	18	24	7.6	+	73	10	58	12.0
N	6654		18	39	25.3	+	73	34	51	12.9
N	6655	*	18	34	30.8	-	5	55	16	
N	6656	*	18	36	24.2	-	23	54	10	5.2
N	6657	*	18	33	1.5	+	34	3	39	13.5
N	6658	*	18	33	55.7	+	22	53	17	12.9
N	6659	*	18	34	0.0	+	23	35	42	
N	6660	*	18	34	36.7	+	22	54	33	12.1
N	6661	*	18	34	36.7	+	22	54	33	12.1
N	6662	*	18	34	11.2	+	32	3	53	13.7
N	6663	*	18	33	33.7	+	40	2	57	13.9
N	6664	*	18	36	30.6	-	8	11	15	7.8
N	6665	*	18	34	30.0	+	30	43	15	13.9
N	6666	*	18	34	44.0	+	33	35	18	
N	6667	*	18	30	39.7	+	67	59	12	12.7
N	6668	*	18	30	39.7	+	67	59	12	12.7
N	6669	*	18	37	15.0	+	22	11	47	
N	6670	*	18	33	33.4	+	59	53	16	14.3
N	6670		18	33	37.5	+	59	53	23	14.3
N	6671	*	18	37	26.2	+	26	25	3	12.8
N	6672	*	18	36	14.5	+	42	56	49	
N	6673	*	18	45	6.3	-	62	17	49	11.6
N	6674	*	18	38	33.9	+	25	22	28	12.2
N	6675	*	18	37	26.2	+	40	3	28	12.5
N	6676	*	18	33	9.6	+	66	57	36	14.4
N	6677	*	18	33	30.4	+	67	8	13	13.1
N	6678	*	18	30	39.7	+	67	59	12	12.7
N	6679	*	18	33	35.7	+	67	6	36	13.3
N	6680	*	18	39	44.0	+	22	18	59	14.6
N	6681	*	18	43	12.7	-	32	17	29	7.8
N	6682	*	18	39	37.0	-	4	48	48	
N	6683	*	18	42	12.7	-	6	12	45	9.4
N	6684	*	18	48	57.4	-	65	10	22	10.4
N	6684		18	52	23.6	-	64	49	53	12.6
N	6685	*	18	39	58.6	+	39	58	56	13.4
N	6686	*	18	40	6.9	+	40	8	17	14.7
N	6687	*	18	37	22.0	+	59	38	35	14.0
N	6688	*	18	40	39.9	+	36	17	22	12.6
N	6689	*	18	34	49.9	+	70	31	27	12.5
N	6690	*	18	34	49.9	+	70	31	27	12.5
N	6691	*	18	39	12.0	+	55	38	30	12.9
N	6692	*	18	41	41.5	+	34	50	39	13.2
N	6693	*	18	41	32.0	+	36	54	54	
N	6694	*	18	45	15.0	-	9	23	6	8.0
N	6695	*	18	42	42.8	+	40	22	2	13.5
N	6696	*	18	40	5.0	+	59	20	0	15.1
N	6697	*	18	45	14.9	+	25	30	46	12.7
N	6698	*	18	48	10.0	-	25	53	45	
N	6699	*	18	52	1.9	-	57	19	14	12.0
N	6700	*	18	46	4.3	+	32	16	46	13.1
N	6701	*	18	43	12.6	+	60	39	11	12.1
N	6702	*	18	46	57.6	+	45	42	22	12.2
N	6703	*	18	47	18.9	+	45	33	3	11.3
N	6704	*	18	50	45.8	-	5	12	18	9.2
N	6705	*	18	51	5.0	-	6	16	12	5.8
N	6706	*	18	56	51.0	-	63	9	59	12.9
N	6707	*	18	55	21.9	-	53	49	9	12.6
N	6708	*	18	55	35.6	-	53	43	24	12.0
N	6709	*	18	51	30.0	+	10	20	0	6.7
N	6710	*	18	50	34.0	+	26	50	19	13.1
N	6711	*	18	49	0.9	+	47	39	27	12.9
N	6712	*	18	53	4.3	-	8	42	20	8.1
N	6713	*	18	50	44.2	+	33	57	37	13.7
N	6714	*	18	45	49.0	+	66	43	30	
N	6715	*	18	55	3.3	-	30	28	40	7.7
N	6716	*	18	54	34.0	-	19	54	30	7.5
N	6717	*	18	55	6.2	-	22	42	1	8.4
N	6718	*	19	1	28.9	-	66	6	37	13.2
N	6719	*	19	3	7.3	-	68	35	16	12.8
N	6720	*	18	53	35.1	+	33	1	47	8.8
N	6721	*	19	0	50.9	-	57	45	34	12.0
N	6722	*	19	3	40.1	-	64	53	42	12.5
N	6723	*	18	59	33.2	-	36	37	52	6.8
N	6724	*	18	56	46.0	+	10	25	42	
N	6725	*	19	1	56.4	-	53	51	51	11.3
N	6726	*	19	1	39.2	-	36	53	29	
N	6727	*	19	1	42.2	-	36	52	35	
N	6728	*	19	0	14.0	-	8	57	26	
N	6729	*	19	1	55.3	-	36	57	28	
N	6730	*	19	7	33.6	-	68	54	44	11.2
N	6731	*	18	57	13.5	+	43	4	38	
N	6732	*	18	56	24.1	+	52	22	39	13.8
N	6732		18	56	26.2	+	52	22	38	15.0
N	6733	*	19	6	10.7	-	62	11	48	12.3
N	6734	*	19	7	14.4	-	65	27	39	12.7
N	6735	*	19	0	45.3	-	0	27	21	
N	6736	*	19	7	29.3	-	65	25	43	13.3
N	6737	*	19	2	10.0	-	18	32	48	
N	6738	*	19	1	20.0	+	11	36	54	8.3
N	6739	*	19	7	48.7	-	61	22	3	12.2
N	6740	*	19	0	50.5	+	28	46	16	13.9
N	6741	*	19	2	37.0	-	0	26	56	11.5
N	6742	*	18	59	19.8	+	48	27	59	13.4
N	6743	*	19	1	26.7	+	29	17	14	
N	6744	*	19	9	46.1	-	63	51	24	8.5
N	6744		19	8	43.7	-	63	43	48	14.5
N	6745		19	1	41.6	+	40	44	45	13.9
N	6745	*	19	1	41.9	+	40	45	33	12.5
N	6746	*	19	10	22.3	-	61	58	6	12.6
N	6747	*	18	55	21.5	+	72	46	20	14.1
N	6748	*	19	5	55.5	-	5	59	30	11.9
N	6749	*	19	5	15.3	+	1	54	5	12.4
N	6750	*	19	0	36.0	+	59	10	2	13.1
N	6751	*	19	5	55.5	-	5	59	30	11.9
N	6752	*	19	10	51.8	-	59	58	53	5.3
N	6753	*	19	11	23.7	-	57	2	56	11.1
N	6754	*	19	11	25.0	-	50	38	31	12.1
N	6754		19	8	44.0	-	51	2	47	13.5
N	6755	*	19	7	49.0	+	4	16	0	7.5
N	6756	*	19	8	42.5	+	4	42	21	10.6
N	6757	*	19	5	6.1	+	55	43	3	13.0
N	6758	*	19	13	52.5	-	56	18	34	11.6
N	6759	*	19	6	57.0	+	50	20	54	14.3
N	6760	*	19	11	12.1	+	1	1	52	9.0
N	6761	*	19	15	4.7	-	50	39	25	13.4
N	6762	*	19	5	37.0	+	63	56	3	13.4
N	6763	*	19	5	37.0	+	63	56	3	13.4
N	6764	*	19	8	16.6	+	50	55	59	11.9
N	6765	*	19	11	6.5	+	30	32	47	12.9
N	6766	*	20	10	23.7	+	46	27	42	10.9
N	6767	*	19	11	34.0	+	37	43	34	
N	6768	*	19	16	32.7	-	40	12	31	12.2
N	6768		19	16	29.7	-	40	13	22	12.9
N	6769	*	19	18	22.8	-	60	30	3	11.8
N	6770	*	19	18	37.0	-	60	29	46	11.9
N	6771	*	19	18	39.4	-	60	32	47	12.5
N	6772	*	19	14	36.4	-	2	42	22	12.7
N	6773	*	19	15	8.0	+	4	51	24	
N	6774	*	19	16	18.0	-	16	19	30	
N	6775	*	19	16	42.0	-	0	55	58	
N	6776	*	19	25	19.1	-	63	51	36	12.1
N	6776		19	25	5.8	-	63	40	58	14.1
N	6777	*	19	26	32.0	-	71	27	52	
N	6778	*	19	18	24.9	-	1	35	45	12.3
N	6779	*	19	16	35.5	+	30	11	7	8.4
N	6780	*	19	22	50.8	-	55	46	33	12.6
N	6781	*	19	18	28.3	+	6	32	25	11.4
N	6782	*	19	23	57.9	-	59	55	20	11.0
N	6783	*	19	16	47.5	+	46	1	5	14.4
N	6784	*	19	26	31.2	-	65	37	36	13.8
N	6784		19	26	35.7	-	65	37	3	13.7
N	6785	*	19	18	24.9	-	1	35	45	12.3
N	6786	*	19	10	53.8	+	73	24	39	12.9
N	6787	*	19	16	10.5	+	60	25	3	13.9
N	6788	*	19	26	49.7	-	54	57	2	11.9
N	6789	*	19	16	41.7	+	63	58	19	13.2
N	6790	*	19	22	57.0	+	1	30	49	10.5
N	6791	*	19	20	52.7	+	37	46	27	9.5
N	6792	*	19	20	57.3	+	43	7	56	12.1
N	6793	*	19	23	12.6	+	22	9	27	
N	6794	*	19	28	3.8	-	38	55	7	12.9
N	6795	*	19	26	19.2	+	3	30	46	
N	6796	*	19	21	31.0	+	61	8	42	12.6
N	6797	*	19	29	0.6	-	25	39	59	
N	6798	*	19	24	3.1	+	53	37	27	13.2
N	6799	*	19	32	16.7	-	55	54	28	12.4
N	6800	*	19	27	0.0	+	25	5	30	
N	6801	*	19	27	35.9	+	54	22	21	13.9
N	6802	*	19	30	36.0	+	20	15	42	8.8
N	6803	*	19	31	16.3	+	10	3	26	11.4
N	6804	*	19	31	35.4	+	9	13	33	12.0
N	6805	*	19	36	45.8	-	37	33	14	12.8
N	6806	*	19	37	4.8	-	42	17	45	13.2
N	6807	*	19	34	33.5	+	5	41	4	12.0
N	6808	*	19	43	54.4	-	70	37	56	11.8
N	6809	*	19	39	59.4	-	30	57	42	6.3
N	6810	*	19	43	34.3	-	58	39	22	11.4
N	6811	*	19	37	9.6	+	46	22	32	6.8
N	6812	*	19	45	23.9	-	55	20	49	12.5
N	6813	*	19	40	24.0	+	27	18	34	
N	6814	*	19	42	40.5	-	10	19	28	11.2
N	6815	*	19	40	44.0	+	26	45	32	
N	6816	*	19	44	2.4	-	28	24	3	12.9
N	6817	*	19	37	23.5	+	62	23	2	14.9
N	6817		19	37	21.1	+	62	23	0	15.3
N	6818	*	19	43	57.8	-	14	9	9	9.3
N	6819	*	19	41	18.0	+	40	11	0	7.3
N	6820	*	19	42	28.0	+	23	5	15	
N	6821	*	19	44	24.2	-	6	50	4	13.1
N	6822	*	19	44	56.6	-	14	48	23	8.7
N	6823	*	19	43	10.0	+	23	18	0	7.1
N	6824	*	19	43	40.5	+	56	6	32	12.2
N	6825	*	19	41	54.5	+	64	4	24	14.4
N	6826	*	19	44	48.2	+	50	31	32	8.8
N	6827	*	19	48	53.2	+	21	12	58	
N	6828	*	19	50	17.0	+	7	54	14	
N	6829	*	19	47	7.5	+	59	54	26	14.1
N	6830	*	19	51	0.0	+	23	6	0	7.9
N	6831	*	19	47	57.2	+	59	53	35	13.3
N	6832	*	19	48	15.5	+	59	25	22	
N	6833	*	19	49	46.6	+	48	57	42	12.1
N	6834	*	19	52	12.5	+	29	24	29	7.8
N	6835	*	19	54	32.8	-	12	34	3	12.5
N	6836	*	19	54	40.3	-	12	41	18	12.9
N	6837	*	19	53	8.0	+	11	41	54	12.0
N	6838	*	19	53	46.1	+	18	46	44	8.4
N	6839	*	19	54	33.0	+	17	56	20	
N	6840	*	19	55	17.0	+	12	7	18	
N	6841	*	19	57	49.1	-	31	48	39	12.7
N	6842	*	19	55	2.3	+	29	17	23	13.1
N	6843	*	19	56	6.0	+	12	9	52	
N	6844	*	20	2	50.0	-	65	13	44	12.7
N	6845	*	20	0	58.0	-	47	4	12	13.0
N	6845		20	0	58.0	-	47	4	12	13.0
N	6845		20	1	5.1	-	47	3	34	13.9
N	6845		20	0	56.8	-	47	5	3	15.4
N	6845		20	0	53.7	-	47	5	41	14.8
N	6846	*	19	56	28.1	+	32	20	55	14.2
N	6847	*	19	56	48.0	+	29	18	0	
N	6848	*	20	2	46.9	-	56	5	25	12.1
N	6849	*	20	6	15.6	-	40	11	54	12.1
N	6850	*	20	3	29.8	-	54	50	43	12.5
N	6851	*	20	3	34.3	-	48	17	4	11.8
N	6851		20	5	48.9	-	47	58	37	14.1
N	6851		20	5	39.9	-	47	58	45	15.3
N	6852	*	20	0	39.2	+	1	43	43	12.6
N	6853	*	19	59	36.3	+	22	43	18	7.4
N	6854	*	20	5	38.6	-	54	22	30	12.2
N	6855	*	20	6	49.7	-	56	23	23	12.9
N	6856	*	19	59	17.1	+	56	7	53	
N	6857	*	20	1	48.0	+	33	31	30	
N	6858	*	20	3	0.0	+	11	15	36	
N	6859	*	20	3	49.5	+	0	26	40	
N	6860	*	20	8	47.1	-	61	5	59	12.6
N	6861	*	20	7	19.4	-	48	22	10	11.1
N	6861		20	5	48.9	-	47	58	37	14.1
N	6861		20	6	5.5	-	48	28	28	14.1
N	6861		20	6	41.3	-	48	38	57	14.1
N	6861		20	8	19.3	-	48	12	43	12.4
N	6861		20	11	1.4	-	48	41	26	14.3
N	6861		20	11	11.7	-	48	16	32	14.7
N	6862	*	20	8	54.5	-	56	23	30	12.7
N	6863	*	20	5	7.3	-	3	33	13	
N	6864	*	20	6	4.8	-	21	55	15	8.6
N	6865	*	20	5	56.4	-	9	2	26	15.0
N	6866	*	20	3	55.1	+	44	9	33	7.6
N	6867	*	20	10	30.0	-	54	47	3	13.1
N	6868	*	20	9	54.0	-	48	22	48	10.7
N	6869	*	20	0	42.3	+	66	13	41	12.0
N	6870	*	20	10	10.4	-	48	17	12	12.3
N	6871	*	20	6	27.0	+	35	47	24	5.2
N	6872	*	20	16	57.0	-	70	46	4	11.8
N	6873	*	20	7	13.0	+	21	6	8	
N	6874	*	20	7	48.0	+	38	14	0	
N	6875	*	20	13	12.3	-	46	9	41	12.1
N	6875		20	11	55.9	-	46	8	35	13.2
N	6876	*	20	18	19.1	-	70	51	30	11.3
N	6876		20	11	17.1	-	71	0	46	13.9
N	6877	*	20	18	35.9	-	70	51	10	12.2
N	6878	*	20	13	53.2	-	44	31	36	12.7
N	6878		20	13	36.1	-	44	48	59	13.2
N	6879	*	20	10	26.6	+	16	55	25	12.5
N	6880	*	20	19	29.6	-	70	51	34	12.1
N	6881	*	20	10	52.5	+	37	24	44	13.9
N	6882	*	20	11	58.0	+	26	29	0	8.1
N	6883	*	20	11	18.0	+	35	51	0	8.0
N	6884	*	20	10	23.7	+	46	27	42	10.9
N	6885	*	20	11	58.0	+	26	29	0	8.1
N	6886	*	20	12	42.8	+	19	59	24	11.4
N	6887	*	20	17	17.0	-	52	47	50	12.1
N	6888	*	20	12	6.5	+	38	21	18	
N	6889	*	20	18	53.3	-	53	57	24	12.9
N	6890	*	20	18	18.0	-	44	48	23	12.3
N	6891	*	20	15	8.9	+	12	42	17	10.5
N	6892	*	20	16	57.1	+	18	1	12	
N	6893	*	20	20	49.6	-	48	14	22	11.8
N	6894	*	20	16	24.0	+	30	33	57	12.3
N	6895	*	20	16	32.0	+	50	14	24	
N	6896	*	20	18	3.6	+	30	38	26	
N	6897	*	20	21	1.3	-	12	15	18	13.8
N	6898	*	20	21	8.0	-	12	21	32	13.1
N	6899	*	20	24	22.3	-	50	26	1	12.8
N	6900	*	20	21	35.1	-	2	34	11	13.5
N	6901	*	20	22	21.6	+	6	25	47	13.7
N	6902	*	20	24	27.9	-	43	39	11	10.9
N	6902		20	23	0.4	-	44	16	14	13.8
N	6902		20	22	58.8	-	44	16	22	14.8
N	6902		20	23	6.8	-	43	52	8	13.6
N	6903	*	20	23	44.9	-	19	19	33	11.9
N	6904	*	20	21	48.3	+	25	44	22	
N	6905	*	20	22	23.0	+	20	6	18	11.1
N	6906	*	20	23	34.0	+	6	26	40	12.3
N	6907	*	20	25	6.6	-	24	48	33	11.2
N	6908	*	20	25	9.0	-	24	48	10	14.6
N	6909	*	20	27	38.8	-	47	1	38	11.7
N	6910	*	20	23	12.0	+	40	46	43	7.4
N	6911	*	20	19	38.3	+	66	43	44	14.3
N	6912	*	20	26	52.1	-	18	37	3	13.2
N	6913	*	20	24	6.0	+	38	29	36	6.6
N	6914	*	20	24	43.0	+	42	29	0	
N	6915	*	20	27	46.0	-	3	4	36	12.2
N	6916	*	20	23	33.1	+	58	20	39	13.5
N	6917	*	20	27	28.4	+	8	5	50	13.4
N	6918	*	20	30	46.9	-	47	28	27	13.6
N	6919	*	20	31	38.0	-	44	13	0	13.0
N	6920	*	20	43	57.1	-	80	0	1	11.2
N	6921	*	20	28	28.9	+	25	43	26	13.4
N	6922	*	20	29	52.8	-	2	11	30	13.5
N	6923	*	20	31	39.0	-	30	49	55	12.0
N	6924	*	20	33	19.1	-	25	28	28	12.8
N	6925	*	20	34	20.5	-	31	58	48	11.3
N	6926	*	20	33	5.9	-	2	1	44	12.4
N	6927	*	20	32	38.1	+	9	55	1	14.5
N	6927		20	32	36.7	+	9	53	0	15.5
N	6928	*	20	32	50.1	+	9	55	39	12.2
N	6929	*	20	33	21.6	-	2	2	12	13.4
N	6930	*	20	32	58.8	+	9	52	26	12.8
N	6931	*	20	33	41.4	-	11	22	8	13.5
N	6932	*	20	42	8.6	-	73	37	8	12.3
N	6933	*	20	33	38.2	+	7	23	16	
N	6934	*	20	34	11.6	+	7	24	17	8.9
N	6935	*	20	38	20.0	-	52	6	37	12.0
N	6936	*	20	35	56.3	-	25	16	48	12.7
N	6937	*	20	38	45.8	-	52	8	38	12.9
N	6938	*	20	34	42.0	+	22	13	2	
N	6939	*	20	31	30.0	+	60	39	42	7.8
N	6940	*	20	34	32.3	+	28	16	49	6.3
N	6941	*	20	36	23.5	-	4	37	8	12.8
N	6942	*	20	40	37.9	-	54	18	8	11.7
N	6943	*	20	44	33.7	-	68	44	53	11.4
N	6944	*	20	38	23.8	+	6	59	49	13.8
N	6944		20	38	11.2	+	6	54	9	14.3
N	6945	*	20	39	0.5	-	4	58	20	13.4
N	6946	*	20	34	52.1	+	60	9	12	8.8
N	6947	*	20	41	15.0	-	32	29	11	13.5
N	6948	*	20	43	28.9	-	53	21	26	12.8
N	6949	*	20	35	7.0	+	64	48	12	13.8
N	6950	*	20	41	5.0	+	16	37	14	
N	6951	*	20	37	14.0	+	66	6	21	10.7
N	6952	*	20	37	14.0	+	66	6	21	10.7
N	6953	*	20	38	41.0	+	65	48	12	
N	6954	*	20	44	3.3	+	3	12	34	13.2
N	6955	*	20	44	17.9	+	2	35	43	13.6
N	6956	*	20	43	53.7	+	12	30	44	12.3
N	6957	*	20	44	47.7	+	2	34	50	14.4
N	6958	*	20	48	42.6	-	37	59	52	11.4
N	6959	*	20	47	7.2	+	0	25	49	13.7
N	6960	*	20	45	42.0	+	30	43	0	
N	6961	*	20	47	10.4	+	0	21	50	13.7
N	6962	*	20	47	18.9	+	0	19	19	12.1
N	6963	*	20	47	19.0	+	0	30	33	
N	6964	*	20	47	24.2	+	0	18	5	13.0
N	6965	*	20	47	20.5	+	0	29	3	14.0
N	6966	*	20	47	26.7	+	0	22	5	
N	6967	*	20	47	34.0	+	0	24	44	13.1
N	6968	*	20	48	32.4	-	8	21	35	13.3
N	6969	*	20	48	27.6	+	7	44	25	14.1
N	6970	*	20	52	9.4	-	48	46	41	12.6
N	6971	*	20	49	23.7	+	5	59	43	13.7
N	6972	*	20	49	58.9	+	9	53	59	13.3
N	6973	*	20	52	6.0	-	5	53	39	
N	6974	*	20	51	4.0	+	31	49	54	
N	6975	*	20	52	25.9	-	5	46	17	14.0
N	6976	*	20	52	25.9	-	5	46	17	14.0
N	6977	*	20	52	29.6	-	5	44	45	13.2
N	6978	*	20	52	35.4	-	5	42	40	13.3
N	6979	*	20	50	30.0	+	32	1	36	
N	6980	*	20	52	48.9	-	5	50	13	
N	6981	*	20	53	27.9	-	12	32	11	9.2
N	6982	*	20	57	18.3	-	51	51	46	13.7
N	6983	*	20	56	43.5	-	43	59	10	13.4
N	6984	*	20	57	54.2	-	51	52	15	12.7
N	6985	*	20	45	3.0	-	11	6	15	13.8
N	6985		20	45	1.4	-	11	6	29	14.7
N	6986	*	20	56	30.6	-	18	33	58	13.5
N	6987	*	20	58	10.4	-	48	37	48	12.4
N	6988	*	20	55	48.9	+	10	30	30	14.6
N	6989	*	20	54	6.0	+	45	14	26	
N	6990	*	20	59	57.0	-	55	33	43	13.2
N	6991	*	20	55	39.0	+	47	26	54	
N	6991		20	54	56.4	+	47	18	38	
N	6992	*	20	56	18.0	+	31	44	30	
N	6993	*	20	53	54.0	-	25	28	20	13.1
N	6994	*	20	58	56.0	-	12	38	0	8.9
N	6995	*	20	57	10.0	+	31	14	0	
N	6996	*	20	56	30.0	+	45	28	24	10.0
N	6997	*	20	56	30.0	+	44	39	0	10.0
N	6998	*	21	1	37.7	-	28	1	54	14.0
N	6999	*	21	1	59.6	-	28	3	32	13.8
N	7000	*	20	59	18.0	+	44	31	0	5.0
N	7001	*	21	1	7.7	-	0	11	41	12.9
N	7002	*	21	3	45.0	-	49	1	45	12.4
N	7003	*	21	0	42.3	+	17	48	17	13.0
N	7004	*	21	4	2.0	-	49	6	51	12.8
N	7005	*	21	1	56.0	-	12	52	39	
N	7006	*	21	1	29.5	+	16	11	17	10.6
N	7007	*	21	5	27.8	-	52	33	7	12.0
N	7008	*	21	0	32.8	+	54	32	38	10.7
N	7009	*	21	4	10.8	-	11	21	47	8.0
N	7010	*	21	4	39.4	-	12	20	16	13.0
N	7011	*	21	1	50.0	+	47	21	17	
N	7012	*	21	6	45.5	-	44	48	52	12.6
N	7013	*	21	3	33.6	+	29	53	49	11.3
N	7014	*	21	7	52.0	-	47	10	43	12.4
N	7015	*	21	5	37.3	+	11	24	49	12.5
N	7016	*	21	7	16.2	-	25	28	7	13.7
N	7017	*	21	7	20.5	-	25	29	15	13.8
N	7018	*	21	7	25.4	-	25	25	45	13.4
N	7019	*	21	6	25.8	-	24	24	46	14.2
N	7020	*	21	11	19.9	-	64	1	31	11.8
N	7021	*	21	11	19.9	-	64	1	31	11.8
N	7022	*	21	9	35.1	-	49	18	13	13.0
N	7023	*	21	1	35.5	+	68	10	10	
N	7024	*	21	6	4.8	+	41	29	47	
N	7025	*	21	7	47.4	+	16	20	9	12.8
N	7026	*	21	6	18.6	+	47	51	10	10.9
N	7027	*	21	7	1.7	+	42	14	12	8.5
N	7028	*	21	8	15.0	+	18	28	48	
N	7029	*	21	11	51.7	-	49	17	1	11.5
N	7030	*	21	11	13.3	-	20	29	12	13.7
N	7031	*	21	6	52.0	+	50	50	36	9.1
N	7032	*	21	15	22.9	-	68	17	15	13.1
N	7033	*	21	9	36.2	+	15	7	31	14.2
N	7034	*	21	9	38.1	+	15	9	4	13.8
N	7035	*	21	10	45.5	-	23	8	7	14.2
N	7035		21	10	47.3	-	23	8	14	14.6
N	7036	*	21	10	12.0	+	15	22	36	
N	7037	*	21	10	48.0	+	33	44	48	
N	7038	*	21	15	7.5	-	47	13	13	11.6
N	7038		21	15	15.0	-	47	36	46	14.6
N	7039	*	21	11	12.0	+	45	39	0	7.6
N	7040	*	21	13	16.5	+	8	51	54	14.0
N	7041	*	21	16	32.1	-	48	21	47	11.2
N	7041		21	17	57.2	-	48	24	8	14.1
N	7041		21	17	49.6	-	48	23	26	15.0
N	7042	*	21	13	45.7	+	13	34	30	12.0
N	7043	*	21	14	4.2	+	13	37	35	13.7
N	7044	*	21	13	9.4	+	42	29	46	12.0
N	7045	*	21	14	50.3	+	4	30	28	
N	7046	*	21	14	56.0	+	2	50	4	13.1
N	7047	*	21	16	27.4	-	0	49	35	13.4
N	7048	*	21	14	15.2	+	46	17	21	12.1
N	7049	*	21	19	0.2	-	48	33	41	10.6
N	7050	*	21	15	16.8	+	36	10	18	
N	7051	*	21	19	51.3	-	8	46	57	13.0
N	7052	*	21	18	33.0	+	26	26	50	12.6
N	7053	*	21	21	7.5	+	23	5	7	13.1
N	7054	*	21	20	43.5	+	39	10	18	
N	7055	*	21	19	25.8	+	57	35	25	
N	7056	*	21	22	7.5	+	18	39	56	12.9
N	7057	*	21	24	58.5	-	42	27	37	12.6
N	7058	*	21	21	48.3	+	50	48	28	
N	7059	*	21	27	21.7	-	60	0	53	11.9
N	7060	*	21	25	53.5	-	42	24	39	12.9
N	7061	*	21	27	26.7	-	49	3	48	13.3
N	7062	*	21	23	27.4	+	46	22	43	8.3
N	7063	*	21	24	22.0	+	36	29	12	7.0
N	7064	*	21	29	3.2	-	52	46	2	12.5
N	7065	*	21	26	42.2	-	6	59	41	13.4
N	7065		21	26	57.8	-	7	1	16	13.1
N	7066	*	21	26	13.7	+	14	10	59	14.2
N	7067	*	21	24	12.3	+	48	0	41	9.7
N	7068	*	21	26	32.3	+	12	11	4	14.0
N	7069	*	21	28	5.8	-	1	38	47	13.4
N	7070	*	21	30	25.2	-	43	5	12	12.3
N	7070		21	31	47.0	-	42	50	49	12.3
N	7071	*	21	26	40.0	+	47	55	22	
N	7072	*	21	30	37.0	-	43	9	9	13.5
N	7072		21	30	25.6	-	43	12	8	13.9
N	7073	*	21	29	26.0	-	11	29	19	13.5
N	7074	*	21	29	38.8	+	6	40	56	14.0
N	7075	*	21	31	32.9	-	38	37	5	12.7
N	7076	*	21	26	24.1	+	62	53	30	13.5
N	7077	*	21	29	59.5	+	2	24	53	13.1
N	7078	*	21	29	58.3	+	12	10	3	6.3
N	7079	*	21	32	35.0	-	44	4	3	11.6
N	7080	*	21	30	1.9	+	26	43	6	12.3
N	7081	*	21	31	24.3	+	2	29	28	12.7
N	7082	*	21	29	17.0	+	47	7	36	7.2
N	7083	*	21	35	44.6	-	63	54	12	11.2
N	7084	*	21	32	33.0	+	17	30	30	
N	7085	*	21	32	25.1	+	6	34	54	14.5
N	7086	*	21	30	27.5	+	51	36	2	8.4
N	7087	*	21	34	33.4	-	40	49	6	13.0
N	7088	*	21	33	22.0	-	0	23	0	
N	7089	*	21	33	27.2	-	0	49	22	6.6
N	7090	*	21	36	27.7	-	54	33	18	10.7
N	7091	*	21	34	7.7	-	36	39	14	12.6
N	7092	*	21	31	52.0	+	48	25	30	4.6
N	7093	*	21	34	35.8	+	45	59	31	
N	7094	*	21	36	53.0	+	12	47	22	13.4
N	7095	*	21	52	24.8	-	81	31	53	11.5
N	7096	*	21	41	19.1	-	63	54	30	11.9
N	7096		21	38	48.2	-	64	21	1	13.4
N	7097	*	21	40	12.8	-	42	32	21	11.7
N	7097		21	40	37.9	-	42	28	49	14.3
N	7098	*	21	44	16.0	-	75	6	39	11.3
N	7099	*	21	40	22.0	-	23	10	43	6.9
N	7100	*	21	39	6.9	+	8	57	2	
N	7101	*	21	39	34.5	+	8	52	38	13.5
N	7102	*	21	39	44.5	+	6	17	9	13.5
N	7103	*	21	39	51.3	-	22	28	24	14.2
N	7104	*	21	40	3.2	-	22	25	28	14.2
N	7105	*	21	41	41.3	-	10	38	6	13.3
N	7106	*	21	42	36.5	-	52	41	57	13.4
N	7107	*	21	42	26.5	-	44	47	31	12.6
N	7108	*	21	41	53.7	-	6	42	31	14.1
N	7109	*	21	41	58.5	-	34	26	46	13.3
N	7110	*	21	42	12.0	-	34	9	46	13.2
N	7111	*	21	41	53.7	-	6	42	31	14.1
N	7112	*	21	42	26.5	+	12	34	9	14.2
N	7113	*	21	42	26.5	+	12	34	9	14.2
N	7114	*	21	41	44.0	+	42	50	31	
N	7115	*	21	43	39.2	-	25	21	4	13.4
N	7116	*	21	42	40.4	+	28	56	48	13.4
N	7117	*	21	45	47.0	-	48	25	16	12.8
N	7118	*	21	46	9.8	-	48	21	12	12.6
N	7119	*	21	46	15.7	-	46	30	56	12.8
N	7119		21	46	14.9	-	46	31	11	13.0
N	7120	*	21	44	33.2	-	6	31	23	14.0
N	7121	*	21	44	52.6	-	3	37	11	13.4
N	7122	*	21	45	47.8	-	8	49	47	
N	7123	*	21	50	46.4	-	70	20	2	12.2
N	7124	*	21	48	5.3	-	50	33	56	12.3
N	7125	*	21	49	16.2	-	60	42	45	12.4
